<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIZ8 [SPBFUT],5,20180913,145500,107970.000000,107970.000000,107910.000000,107930.000000,142.000000
RIZ8 [SPBFUT],5,20180913,150000,107950.000000,107970.000000,107860.000000,107910.000000,100.000000
RIZ8 [SPBFUT],5,20180913,150500,107910.000000,107910.000000,107730.000000,107780.000000,96.000000
RIZ8 [SPBFUT],5,20180913,151000,107780.000000,107860.000000,107770.000000,107820.000000,24.000000
RIZ8 [SPBFUT],5,20180913,151500,107770.000000,107800.000000,107740.000000,107800.000000,24.000000
RIZ8 [SPBFUT],5,20180913,152000,107850.000000,108000.000000,107820.000000,107970.000000,54.000000
RIZ8 [SPBFUT],5,20180913,152500,107940.000000,107940.000000,107890.000000,107910.000000,13.000000
RIZ8 [SPBFUT],5,20180913,153000,107950.000000,108120.000000,107950.000000,108040.000000,112.000000
RIZ8 [SPBFUT],5,20180913,153500,108070.000000,108210.000000,108050.000000,108210.000000,187.000000
RIZ8 [SPBFUT],5,20180913,154000,108200.000000,108220.000000,108130.000000,108180.000000,136.000000
RIZ8 [SPBFUT],5,20180913,154500,108190.000000,108250.000000,108150.000000,108250.000000,83.000000
RIZ8 [SPBFUT],5,20180913,155000,108270.000000,108270.000000,108150.000000,108150.000000,52.000000
RIZ8 [SPBFUT],5,20180913,155500,108150.000000,108180.000000,108120.000000,108180.000000,53.000000
RIZ8 [SPBFUT],5,20180913,160000,108200.000000,108240.000000,108160.000000,108170.000000,44.000000
RIZ8 [SPBFUT],5,20180913,160500,108130.000000,108150.000000,108080.000000,108120.000000,45.000000
RIZ8 [SPBFUT],5,20180913,161000,108100.000000,108110.000000,108090.000000,108090.000000,31.000000
RIZ8 [SPBFUT],5,20180913,161500,108080.000000,108220.000000,108080.000000,108220.000000,287.000000
RIZ8 [SPBFUT],5,20180913,162000,108210.000000,108240.000000,108200.000000,108240.000000,98.000000
RIZ8 [SPBFUT],5,20180913,162500,108240.000000,108240.000000,108150.000000,108200.000000,93.000000
RIZ8 [SPBFUT],5,20180913,163000,108140.000000,108300.000000,108140.000000,108290.000000,180.000000
RIZ8 [SPBFUT],5,20180913,163500,108270.000000,108570.000000,108270.000000,108570.000000,404.000000
RIZ8 [SPBFUT],5,20180913,164000,108570.000000,108700.000000,108570.000000,108690.000000,425.000000
RIZ8 [SPBFUT],5,20180913,164500,108690.000000,108740.000000,108590.000000,108650.000000,131.000000
RIZ8 [SPBFUT],5,20180913,165000,108600.000000,108620.000000,108560.000000,108560.000000,88.000000
